Aircraft.Category,Make,Model,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
Airplane,Piper,PA-28R-201,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,C-23,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Beech,V35A,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,310R,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,402B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Go-around
Airplane,Cessna,185,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,310,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Approach
Airplane,Beech,95-C55,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Cruise
Airplane,Cessna,172K,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,421B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,401,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Cessna,421,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Cruise
Airplane,Grumman,G-164B,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-24-250,Non-Fatal,0.0,4.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Howard Aircraft Corp.,500,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172K,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-34,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Cruise
Airplane,Rockwell,112A,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Beech,J35,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Aeronca,7AC,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-18,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,UNK,Unknown
Airplane,Cessna,150,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Aeronca,7EC,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Bellanca,17-30A,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Porterfield,CP-65,Fatal(2),2.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Boeing,B737-2H4,Incident,0.0,0.0,0.0,119.0,Minor,2.0,Turbo Jet,IMC,Approach
Airplane,Cessna,310D,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-23,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Cruise
Airplane,Mooney,M20J,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-151,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Descent
Airplane,Piper,PA-28-151,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,152(II),Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,35,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-28R-180,Non-Fatal,0.0,1.0,2.0,0.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Bellanca,8GCBC,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-31-310,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-31T2,Fatal(8),8.0,0.0,0.0,0.0,Destroyed,2.0,Turbo Prop,IMC,Approach
Airplane,Beech,90,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Turbo Prop,IMC,Cruise
Airplane,Nihon,YS-11A,Non-Fatal,0.0,0.0,3.0,36.0,Substantial,2.0,Turbo Prop,VMC,Approach
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-28RT-201T,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,IMC,Descent
Airplane,Bellanca,7ECA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,177RG,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,210,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,210,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,IMC,Approach
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Embraer,EMB-11OP1,Incident,0.0,0.0,0.0,16.0,Minor,2.0,Turbo Prop,VMC,Takeoff
Airplane,Beech,A36,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-140,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,T210N,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Great Lakes,2T1A-2,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-44-180T,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,IMC,Descent
Airplane,Cessna,172H,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,180,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,UNK,Takeoff
Airplane,Beech,58,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Cessna,P206B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Landing
Airplane,Cessna,404,Non-Fatal,0.0,0.0,0.0,7.0,Substantial,2.0,Reciprocating,IMC,Landing
Airplane,Pitts,51,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172L,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,182Q,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-36-375,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,56TC,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Grumman,G-21A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-22-150,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-181,Non-Fatal,0.0,4.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-180,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,De Havilland,DHC-6,Fatal(1),1.0,10.0,1.0,0.0,Destroyed,2.0,Turbo Prop,VMC,Cruise
Airplane,Grumman,AA-5A,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-32R-301T,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,1.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Mooney,M-20C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Bellanca,7GCBC,Fatal(2),2.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Fairchild Hiller,227C,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Turbo Prop,VMC,Landing
Airplane,Bellanca,8KCAB,Non-Fatal,0.0,1.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Bellanca,14-19-3A,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,421C,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,A185F,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,210A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Other
Airplane,Piper,PA-60,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,A188B,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-60/601P,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,IMC,Landing
Airplane,Cessna,152II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,210,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Rockwell,COMMANDER 114,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,BE-95-C55,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,IMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,3.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Weatherly,201C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,310Q,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,414,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Eagle,DW-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,210L,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,421B,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Beech,23,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Beech,D18S,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Beech,B90,Incident,0.0,0.0,0.0,3.0,Minor,2.0,Turbo Prop,IMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-20,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,182C,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Aeronca,11AC,Incident,0.0,0.0,1.0,0.0,Minor,1.0,Reciprocating,VMC,Landing
Airplane,Beech,T-34B,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150G,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,170,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,320C,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Taxi
Airplane,Cessna,T210M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,T21OL,Fatal(6),6.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-32-260,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Cessna,172L,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,J3-F65,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,140A,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Homebuilt,PDQ-2,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-25-235C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Bellanca,8GCBC,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,U206,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,A152,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Ercoupe,415-C,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182RG,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,35-B33,Non-Fatal,0.0,0.0,1.0,3.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Piper,J3F-65,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Mooney,M20F,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-18,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Other
Airplane,Cessna,150,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,172RG,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,P210N,Non-Fatal,0.0,0.0,4.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,170,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-32-300,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,B35,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-36,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,310K,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Mooney,M20E,Fatal(1),1.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-30,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Smith Aerostar,600,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182L,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,C-24R,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,P337H,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Beech,B58,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Mooney,M20K,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Descent
Airplane,Cessna,310,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-180,Fatal(1),1.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,182,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Rockwell Intl,114,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172M,Non-Fatal,0.0,0.0,0.0,3.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172RG,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Howard Aircraft Corp.,DGA-15P,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,177RG,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,T188C,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-140,Incident,0.0,0.0,0.0,1.0,Minor,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-28R-180,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,TR182,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Beech,E18S,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,2.0,Reciprocating,UNK,Takeoff
Airplane,Piper,PA-23 250,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Swearingen,SA-266TC,Incident,0.0,0.0,0.0,9.0,Minor,2.0,Turbo Prop,UNK,Maneuvering
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,IMC,Takeoff
Airplane,Beech,V35B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Rockwell,S-2R,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,210D,Fatal(1),1.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,Rockwell,S-2R,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Varga,2150A,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-151,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Hatz,CB-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,U-206,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Bellanca,7GCBC,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Nord Aviation,262A-12,Incident,0.0,0.0,0.0,30.0,Minor,2.0,Turbo Prop,IMC,Climb
Airplane,Cessna,T337C,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Cessna,150J,Non-Fatal,0.0,1.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,95-55,Non-Fatal,0.0,0.0,0.0,2.0,Minor,2.0,Reciprocating,IMC,Taxi
Airplane,Beech,95-B55,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,1.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,172G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,310,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,IMC,Taxi
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-34-200,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,IMC,Landing
Airplane,Beech,F33A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-30,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,182,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,501,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Turbo Jet,VMC,Landing
Airplane,Bellanca,7ECA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,182J,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
